Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           690  
profit                 190  
profitPct              38   
growth                 1    
totalTrades            10   
barCount               5    
maxDrawdown            -55  
maxDrawdownPct         -10  
maxRiskPct             2    
expectency             2    
rmultipleStdDev        4    
systemQuality          0    
profitFactor           4    
proportionProfitable   0    
percentProfitable      40   
returnOnAccount        4    
averageProfitPerTrade  19   
numWinningTrades       4    
numLosingTrades        6    
averageWinningTrade    6    
averageLosingTrade     -1   
expectedValue          2    
