direction,entryTime,entryPrice,exitTime,exitPrice,profit,profitPct,growth,riskPct,riskSeries,rmultiple,holdingPeriod,exitReason,stopPrice,stopPriceSeries,profitTarget
long,2020/12/24,25.25,2020/12/24,38.44,13.189999999999998,52.23762376237623,1.5223762376237624,4.999999999999997,,10.447524752475251,106,exit-rule,23.9875,,
long,2020/12/24,35.58,2020/12/24,33.801,-1.7789999999999964,-4.99999999999999,0.9500000000000001,4.99999999999999,,-1,0,stop-loss,33.801,,
long,2020/12/24,32.3,2020/12/24,30.685,-1.6149999999999984,-4.999999999999996,0.9500000000000001,4.999999999999996,,-1,2,stop-loss,30.685,,
long,2020/12/24,29.56,2020/12/24,28.081999999999997,-1.4780000000000015,-5.000000000000005,0.95,5.000000000000005,,-1,7,stop-loss,28.081999999999997,,
long,2020/12/24,27.65,2020/12/24,26.2675,-1.3825000000000003,-5.000000000000001,0.95,5.000000000000001,,-1,0,stop-loss,26.2675,,
long,2020/12/24,27.02,2020/12/24,25.669,-1.350999999999999,-4.9999999999999964,0.9500000000000001,4.9999999999999964,,-1,0,stop-loss,25.669,,
long,2020/12/24,26.38,2020/12/24,25.061,-1.318999999999999,-4.9999999999999964,0.9500000000000001,4.9999999999999964,,-1,7,stop-loss,25.061,,
long,2020/12/24,24.07,2020/12/24,22.866500000000002,-1.2034999999999982,-4.999999999999993,0.9500000000000001,4.999999999999993,,-1,3,stop-loss,22.866500000000002,,
long,2020/12/24,25.48,2020/12/24,24.206,-1.274000000000001,-5.0000000000000036,0.95,5.0000000000000036,,-1,7,stop-loss,24.206,,
long,2020/12/24,18.67,2020/12/24,17.736500000000003,-0.9334999999999987,-4.999999999999993,0.9500000000000001,4.999999999999993,,-1,0,stop-loss,17.736500000000003,,
long,2020/12/24,16.03,2020/12/24,35.6,19.57,122.08359326263256,2.2208359326263256,5.000000000000004,,24.41671865252649,171,exit-rule,15.2285,,
long,2020/12/24,35.15,2020/12/24,36.28,1.1300000000000026,3.214793741109538,1.0321479374110953,5.000000000000001,,0.6429587482219075,1,exit-rule,33.3925,,
long,2020/12/24,38.18,2020/12/24,36.271,-1.908999999999999,-4.999999999999997,0.9500000000000001,4.999999999999997,,-1,0,stop-loss,36.271,,
long,2020/12/24,36.21,2020/12/24,36.32,0.10999999999999943,0.30378348522507437,1.0030378348522508,4.999999999999993,,0.060756697045014955,1,exit-rule,34.3995,,
long,2020/12/24,38.5,2020/12/24,38.62,0.11999999999999744,0.3116883116883051,1.003116883116883,4.999999999999993,,0.0623376623376611,0,finalize,36.575,,
