Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           98   
profit                 -2   
profitPct              -2   
growth                 1    
totalTrades            5    
barCount               22   
maxDrawdown            -19  
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      20   
returnOnAccount        0    
averageProfitPerTrade  0    
numWinningTrades       1    
numLosingTrades        4    
averageWinningTrade    5    
averageLosingTrade     -1   
expectedValue          0    
