Metric                 Value
---------------------  -----
startingCapital        99   
finalCapital           126  
profit                 27   
profitPct              28   
growth                 1    
totalTrades            5    
barCount               13   
maxDrawdown            -5   
maxDrawdownPct         -4   
maxRiskPct             2    
expectency             3    
rmultipleStdDev        5    
systemQuality          1    
profitFactor           6    
proportionProfitable   1    
percentProfitable      60   
returnOnAccount        7    
averageProfitPerTrade  5    
numWinningTrades       3    
numLosingTrades        2    
averageWinningTrade    21   
averageLosingTrade     -5   
expectedValue          11   
