Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           147  
profit                 47   
profitPct              47   
growth                 1    
totalTrades            13   
barCount               69   
maxDrawdown            -26  
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        5    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      15   
returnOnAccount        2    
averageProfitPerTrade  4    
numWinningTrades       2    
numLosingTrades        11   
averageWinningTrade    2    
averageLosingTrade     0    
expectedValue          0    
