Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           198  
profit                 98   
profitPct              98   
growth                 2    
totalTrades            9    
barCount               4    
maxDrawdown            -6   
maxDrawdownPct         -6   
maxRiskPct             2    
expectency             5    
rmultipleStdDev        11   
systemQuality          0    
profitFactor           9    
proportionProfitable   0    
percentProfitable      33   
returnOnAccount        17   
averageProfitPerTrade  11   
numWinningTrades       3    
numLosingTrades        6    
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
