Metric                 Value 
---------------------  ------
startingCapital        10000 
finalCapital           3545  
profit                 -6455 
profitPct              -65   
growth                 0     
totalTrades            338   
barCount               971   
maxDrawdown            -17928
maxDrawdownPct         -89   
maxRiskPct             5     
expectency             0     
rmultipleStdDev        3     
systemQuality          0     
profitFactor           1     
proportionProfitable   0     
percentProfitable      25    
returnOnAccount        -1    
averageProfitPerTrade  -19   
numWinningTrades       83    
numLosingTrades        255   
averageWinningTrade    0     
averageLosingTrade     0     
expectedValue          0     
