Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           594  
profit                 94   
profitPct              19   
growth                 1    
totalTrades            8    
barCount               21   
maxDrawdown            -49  
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           3    
proportionProfitable   1    
percentProfitable      75   
returnOnAccount        2    
averageProfitPerTrade  12   
numWinningTrades       6    
numLosingTrades        2    
averageWinningTrade    3    
averageLosingTrade     -3   
expectedValue          2    
