Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           78   
profit                 -22  
profitPct              -22  
growth                 1    
totalTrades            7    
barCount               14   
maxDrawdown            -28  
maxDrawdownPct         -26  
maxRiskPct             5    
expectency             -1   
rmultipleStdDev        1    
systemQuality          -1   
profitFactor           0    
proportionProfitable   0    
percentProfitable      14   
returnOnAccount        -1   
averageProfitPerTrade  -3   
numWinningTrades       1    
numLosingTrades        6    
averageWinningTrade    2    
averageLosingTrade     -1   
expectedValue          -1   
