Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           132  
profit                 32   
profitPct              32   
growth                 1    
totalTrades            21   
barCount               41   
maxDrawdown            -26  
maxDrawdownPct         -26  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      38   
returnOnAccount        1    
averageProfitPerTrade  2    
numWinningTrades       8    
numLosingTrades        13   
averageWinningTrade    4    
averageLosingTrade     -2   
expectedValue          0    
