Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           183  
profit                 83   
profitPct              83   
growth                 2    
totalTrades            21   
barCount               70   
maxDrawdown            -51  
maxDrawdownPct         -28  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        3    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      33   
returnOnAccount        3    
averageProfitPerTrade  4    
numWinningTrades       7    
numLosingTrades        14   
averageWinningTrade    4    
averageLosingTrade     -1   
expectedValue          1    
