Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           879  
profit                 165  
profitPct              23   
growth                 1    
totalTrades            13   
barCount               89   
maxDrawdown            -132 
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      38   
returnOnAccount        1    
averageProfitPerTrade  13   
numWinningTrades       5    
numLosingTrades        8    
averageWinningTrade    3    
averageLosingTrade     -1   
expectedValue          0    
