Metric                 Value
---------------------  -----
startingCapital        5000 
finalCapital           4409 
profit                 -591 
profitPct              -12  
growth                 1    
totalTrades            1    
barCount               10   
maxDrawdown            -591 
maxDrawdownPct         -12  
maxRiskPct             NaN  
expectency             NaN  
rmultipleStdDev        NaN  
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -591 
numWinningTrades       0    
numLosingTrades        1    
averageWinningTrade    0    
averageLosingTrade     -21  
expectedValue          -21  
