Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           218  
profit                 -282 
profitPct              -56  
growth                 0    
totalTrades            1    
barCount               81   
maxDrawdown            -282 
maxDrawdownPct         -56  
maxRiskPct             NaN  
expectency             NaN  
rmultipleStdDev        NaN  
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -282 
numWinningTrades       0    
numLosingTrades        1    
averageWinningTrade    0    
averageLosingTrade     -8   
expectedValue          -8   
