Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           245  
profit                 -255 
profitPct              -51  
growth                 0    
totalTrades            1    
barCount               81   
maxDrawdown            -255 
maxDrawdownPct         -51  
maxRiskPct             NaN  
expectency             NaN  
rmultipleStdDev        NaN  
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -255 
numWinningTrades       0    
numLosingTrades        1    
averageWinningTrade    0    
averageLosingTrade     -9   
expectedValue          -9   
