Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           2008 
profit                 1294 
profitPct              181  
growth                 3    
totalTrades            5    
barCount               47   
maxDrawdown            -70  
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             6    
rmultipleStdDev        10   
systemQuality          1    
profitFactor           10   
proportionProfitable   0    
percentProfitable      40   
returnOnAccount        19   
averageProfitPerTrade  259  
numWinningTrades       2    
numLosingTrades        3    
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
