Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           103  
profit                 3    
profitPct              3    
growth                 1    
totalTrades            18   
barCount               26   
maxDrawdown            -10  
maxDrawdownPct         -10  
maxRiskPct             2    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      33   
returnOnAccount        0    
averageProfitPerTrade  0    
numWinningTrades       6    
numLosingTrades        12   
averageWinningTrade    6    
averageLosingTrade     -3   
expectedValue          0    
