Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           90   
profit                 -10  
profitPct              -10  
growth                 1    
totalTrades            5    
barCount               38   
maxDrawdown            -19  
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      20   
returnOnAccount        -1   
averageProfitPerTrade  -2   
numWinningTrades       1    
numLosingTrades        4    
averageWinningTrade    6    
averageLosingTrade     -2   
expectedValue          -1   
