Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           175  
profit                 75   
profitPct              75   
growth                 2    
totalTrades            17   
barCount               49   
maxDrawdown            -15  
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           3    
proportionProfitable   1    
percentProfitable      65   
returnOnAccount        8    
averageProfitPerTrade  4    
numWinningTrades       11   
numLosingTrades        6    
averageWinningTrade    13   
averageLosingTrade     -8   
expectedValue          6    
