Metric                 Value 
---------------------  ------
startingCapital        10000 
finalCapital           311699
profit                 301699
profitPct              3017  
growth                 31    
totalTrades            578   
barCount               1713  
maxDrawdown            -46707
maxDrawdownPct         -86   
maxRiskPct             5     
expectency             0     
rmultipleStdDev        6     
systemQuality          0     
profitFactor           1     
proportionProfitable   0     
percentProfitable      32    
returnOnAccount        35    
averageProfitPerTrade  522   
numWinningTrades       186   
numLosingTrades        392   
averageWinningTrade    1     
averageLosingTrade     0     
expectedValue          0     
