Metric                 Value
---------------------  -----
startingCapital        99   
finalCapital           112  
profit                 13   
profitPct              13   
growth                 1    
totalTrades            6    
barCount               29   
maxDrawdown            -2   
maxDrawdownPct         -2   
maxRiskPct             2    
expectency             1    
rmultipleStdDev        2    
systemQuality          1    
profitFactor           5    
proportionProfitable   1    
percentProfitable      67   
returnOnAccount        7    
averageProfitPerTrade  2    
numWinningTrades       4    
numLosingTrades        2    
averageWinningTrade    14   
averageLosingTrade     -6   
expectedValue          7    
