Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           101  
profit                 1    
profitPct              1    
growth                 1    
totalTrades            3    
barCount               50   
maxDrawdown            -5   
maxDrawdownPct         -5   
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           1    
proportionProfitable   1    
percentProfitable      67   
returnOnAccount        0    
averageProfitPerTrade  0    
numWinningTrades       2    
numLosingTrades        1    
averageWinningTrade    0    
averageLosingTrade     -1   
expectedValue          0    
