Metric                 Value
---------------------  -----
startingCapital        526  
finalCapital           1339 
profit                 813  
profitPct              154  
growth                 3    
totalTrades            3    
barCount               2    
maxDrawdown            -27  
maxDrawdownPct         -2   
maxRiskPct             2    
expectency             21   
rmultipleStdDev        23   
systemQuality          1    
profitFactor           32   
proportionProfitable   1    
percentProfitable      67   
returnOnAccount        77   
averageProfitPerTrade  271  
numWinningTrades       2    
numLosingTrades        1    
averageWinningTrade    3    
averageLosingTrade     0    
expectedValue          2    
