Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           153  
profit                 53   
profitPct              53   
growth                 2    
totalTrades            18   
barCount               42   
maxDrawdown            -6   
maxDrawdownPct         -6   
maxRiskPct             2    
expectency             1    
rmultipleStdDev        2    
systemQuality          1    
profitFactor           5    
proportionProfitable   1    
percentProfitable      56   
returnOnAccount        9    
averageProfitPerTrade  3    
numWinningTrades       10   
numLosingTrades        8    
averageWinningTrade    3    
averageLosingTrade     -1   
expectedValue          1    
