Metric                 Value
---------------------  -----
startingCapital        625  
finalCapital           960  
profit                 335  
profitPct              54   
growth                 2    
totalTrades            6    
barCount               40   
maxDrawdown            -281 
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             2    
rmultipleStdDev        8    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      17   
returnOnAccount        2    
averageProfitPerTrade  56   
numWinningTrades       1    
numLosingTrades        5    
averageWinningTrade    20   
averageLosingTrade     -5   
expectedValue          -1   
