Metric                 Value 
---------------------  ------
startingCapital        10000 
finalCapital           37227 
profit                 27227 
profitPct              272   
growth                 4     
totalTrades            438   
barCount               1928  
maxDrawdown            -44320
maxDrawdownPct         -61   
maxRiskPct             5     
expectency             0     
rmultipleStdDev        1     
systemQuality          0     
profitFactor           1     
proportionProfitable   1     
percentProfitable      51    
returnOnAccount        4     
averageProfitPerTrade  62    
numWinningTrades       225   
numLosingTrades        213   
averageWinningTrade    2     
averageLosingTrade     -2    
expectedValue          0     
