Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           107  
profit                 7    
profitPct              7    
growth                 1    
totalTrades            14   
barCount               41   
maxDrawdown            -19  
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           1    
proportionProfitable   1    
percentProfitable      57   
returnOnAccount        0    
averageProfitPerTrade  1    
numWinningTrades       8    
numLosingTrades        6    
averageWinningTrade    5    
averageLosingTrade     -5   
expectedValue          1    
