Metric                 Value
---------------------  -----
startingCapital        99   
finalCapital           153  
profit                 54   
profitPct              55   
growth                 2    
totalTrades            11   
barCount               8    
maxDrawdown            -8   
maxDrawdownPct         -6   
maxRiskPct             2    
expectency             2    
rmultipleStdDev        4    
systemQuality          1    
profitFactor           5    
proportionProfitable   1    
percentProfitable      55   
returnOnAccount        9    
averageProfitPerTrade  5    
numWinningTrades       6    
numLosingTrades        5    
averageWinningTrade    2    
averageLosingTrade     0    
expectedValue          1    
