Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           78   
profit                 -22  
profitPct              -22  
growth                 1    
totalTrades            14   
barCount               47   
maxDrawdown            -40  
maxDrawdownPct         -40  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      29   
returnOnAccount        -1   
averageProfitPerTrade  -2   
numWinningTrades       4    
numLosingTrades        10   
averageWinningTrade    0    
averageLosingTrade     0    
expectedValue          0    
