Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           508  
profit                 8    
profitPct              2    
growth                 1    
totalTrades            2    
barCount               2    
maxDrawdown            -10  
maxDrawdownPct         -2   
maxRiskPct             2    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      50   
returnOnAccount        1    
averageProfitPerTrade  4    
numWinningTrades       1    
numLosingTrades        1    
averageWinningTrade    0    
averageLosingTrade     0    
expectedValue          0    
