Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           104  
profit                 -396 
profitPct              -79  
growth                 0    
totalTrades            1    
barCount               81   
maxDrawdown            -396 
maxDrawdownPct         -79  
maxRiskPct             NaN  
expectency             NaN  
rmultipleStdDev        NaN  
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -396 
numWinningTrades       0    
numLosingTrades        1    
averageWinningTrade    0    
averageLosingTrade     -12  
expectedValue          -12  
