Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           1010 
profit                 295  
profitPct              41   
growth                 1    
totalTrades            4    
barCount               26   
maxDrawdown            -70  
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             2    
rmultipleStdDev        7    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      25   
returnOnAccount        4    
averageProfitPerTrade  74   
numWinningTrades       1    
numLosingTrades        3    
averageWinningTrade    88   
averageLosingTrade     -12  
expectedValue          13   
