Metric                 Value
---------------------  -----
startingCapital        10000
finalCapital           10667
profit                 667  
profitPct              7    
growth                 1    
totalTrades            94   
barCount               6825 
maxDrawdown            -1007
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        0    
systemQuality          0    
profitFactor           1    
proportionProfitable   1    
percentProfitable      69   
returnOnAccount        1    
averageProfitPerTrade  7    
numWinningTrades       65   
numLosingTrades        29   
averageWinningTrade    0    
averageLosingTrade     0    
expectedValue          0    
