Metric                 Value
---------------------  -----
startingCapital        10000
finalCapital           13994
profit                 3994 
profitPct              40   
growth                 1    
totalTrades            41   
barCount               129  
maxDrawdown            -6762
maxDrawdownPct         -53  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        3    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      32   
returnOnAccount        1    
averageProfitPerTrade  97   
numWinningTrades       13   
numLosingTrades        28   
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
