Metric                 Value 
---------------------  ------
startingCapital        10000 
finalCapital           31456 
profit                 21456 
profitPct              215   
growth                 3     
totalTrades            361   
barCount               1556  
maxDrawdown            -24362
maxDrawdownPct         -69   
maxRiskPct             5     
expectency             0     
rmultipleStdDev        2     
systemQuality          0     
profitFactor           1     
proportionProfitable   0     
percentProfitable      46    
returnOnAccount        3     
averageProfitPerTrade  59    
numWinningTrades       167   
numLosingTrades        194   
averageWinningTrade    2     
averageLosingTrade     -1    
expectedValue          0     
