Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           173  
profit                 73   
profitPct              73   
growth                 2    
totalTrades            11   
barCount               77   
maxDrawdown            -9   
maxDrawdownPct         -5   
maxRiskPct             5    
expectency             1    
rmultipleStdDev        2    
systemQuality          1    
profitFactor           4    
proportionProfitable   1    
percentProfitable      64   
returnOnAccount        15   
averageProfitPerTrade  7    
numWinningTrades       7    
numLosingTrades        4    
averageWinningTrade    20   
averageLosingTrade     -8   
expectedValue          9    
