Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           170  
profit                 70   
profitPct              70   
growth                 2    
totalTrades            4    
barCount               41   
maxDrawdown            -5   
maxDrawdownPct         -5   
maxRiskPct             5    
expectency             3    
rmultipleStdDev        4    
systemQuality          1    
profitFactor           18   
proportionProfitable   1    
percentProfitable      75   
returnOnAccount        14   
averageProfitPerTrade  17   
numWinningTrades       3    
numLosingTrades        1    
averageWinningTrade    9    
averageLosingTrade     -1   
expectedValue          6    
