Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           656  
profit                 -59  
profitPct              -8   
growth                 1    
totalTrades            5    
barCount               2    
maxDrawdown            -70  
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      20   
returnOnAccount        -1   
averageProfitPerTrade  -12  
numWinningTrades       1    
numLosingTrades        4    
averageWinningTrade    5    
averageLosingTrade     -1   
expectedValue          0    
