Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           589  
profit                 489  
profitPct              489  
growth                 6    
totalTrades            11   
barCount               6    
maxDrawdown            -12  
maxDrawdownPct         -4   
maxRiskPct             2    
expectency             10   
rmultipleStdDev        12   
systemQuality          1    
profitFactor           52   
proportionProfitable   1    
percentProfitable      55   
returnOnAccount        124  
averageProfitPerTrade  44   
numWinningTrades       6    
numLosingTrades        5    
averageWinningTrade    14   
averageLosingTrade     0    
expectedValue          7    
