Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           581  
profit                 81   
profitPct              16   
growth                 1    
totalTrades            3    
barCount               51   
maxDrawdown            -25  
maxDrawdownPct         -5   
maxRiskPct             5    
expectency             1    
rmultipleStdDev        2    
systemQuality          1    
profitFactor           4    
proportionProfitable   1    
percentProfitable      67   
returnOnAccount        3    
averageProfitPerTrade  27   
numWinningTrades       2    
numLosingTrades        1    
averageWinningTrade    7    
averageLosingTrade     -4   
expectedValue          4    
