Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           1212 
profit                 498  
profitPct              70   
growth                 2    
totalTrades            16   
barCount               30   
maxDrawdown            -62  
maxDrawdownPct         -6   
maxRiskPct             2    
expectency             2    
rmultipleStdDev        2    
systemQuality          1    
profitFactor           6    
proportionProfitable   1    
percentProfitable      69   
returnOnAccount        12   
averageProfitPerTrade  31   
numWinningTrades       11   
numLosingTrades        5    
averageWinningTrade    16   
averageLosingTrade     -6   
expectedValue          9    
