Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           218  
profit                 118  
profitPct              118  
growth                 2    
totalTrades            8    
barCount               73   
maxDrawdown            -50  
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             3    
rmultipleStdDev        6    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      50   
returnOnAccount        6    
averageProfitPerTrade  15   
numWinningTrades       4    
numLosingTrades        4    
averageWinningTrade    41   
averageLosingTrade     -20  
expectedValue          10   
