Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           579  
profit                 79   
profitPct              16   
growth                 1    
totalTrades            6    
barCount               59   
maxDrawdown            -29  
maxDrawdownPct         -5   
maxRiskPct             5    
expectency             1    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      67   
returnOnAccount        3    
averageProfitPerTrade  13   
numWinningTrades       4    
numLosingTrades        2    
averageWinningTrade    4    
averageLosingTrade     -3   
expectedValue          2    
