Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           96   
profit                 -4   
profitPct              -4   
growth                 1    
totalTrades            2    
barCount               39   
maxDrawdown            -5   
maxDrawdownPct         -5   
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           1    
proportionProfitable   1    
percentProfitable      50   
returnOnAccount        -1   
averageProfitPerTrade  -2   
numWinningTrades       1    
numLosingTrades        1    
averageWinningTrade    6    
averageLosingTrade     -12  
expectedValue          -3   
