Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           127  
profit                 27   
profitPct              27   
growth                 1    
totalTrades            20   
barCount               68   
maxDrawdown            -58  
maxDrawdownPct         -31  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      35   
returnOnAccount        1    
averageProfitPerTrade  1    
numWinningTrades       7    
numLosingTrades        13   
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
