Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           31   
profit                 -69  
profitPct              -69  
growth                 0    
totalTrades            1    
barCount               247  
maxDrawdown            -69  
maxDrawdownPct         -69  
maxRiskPct             NaN  
expectency             NaN  
rmultipleStdDev        NaN  
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -69  
numWinningTrades       0    
numLosingTrades        1    
averageWinningTrade    0    
averageLosingTrade     -5   
expectedValue          -5   
