Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           699  
profit                 -15  
profitPct              -2   
growth                 1    
totalTrades            14   
barCount               45   
maxDrawdown            -247 
maxDrawdownPct         -34  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      21   
returnOnAccount        0    
averageProfitPerTrade  -1   
numWinningTrades       3    
numLosingTrades        11   
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
