Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           100  
profit                 0    
profitPct              0    
growth                 1    
totalTrades            11   
barCount               49   
maxDrawdown            -23  
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      36   
returnOnAccount        0    
averageProfitPerTrade  0    
numWinningTrades       4    
numLosingTrades        7    
averageWinningTrade    16   
averageLosingTrade     -9   
expectedValue          0    
