Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           106  
profit                 6    
profitPct              6    
growth                 1    
totalTrades            17   
barCount               36   
maxDrawdown            -9   
maxDrawdownPct         -9   
maxRiskPct             2    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      41   
returnOnAccount        1    
averageProfitPerTrade  0    
numWinningTrades       7    
numLosingTrades        10   
averageWinningTrade    6    
averageLosingTrade     -3   
expectedValue          1    
