Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           727  
profit                 12   
profitPct              2    
growth                 1    
totalTrades            8    
barCount               33   
maxDrawdown            -6   
maxDrawdownPct         -1   
maxRiskPct             5    
expectency             0    
rmultipleStdDev        0    
systemQuality          0    
profitFactor           3    
proportionProfitable   1    
percentProfitable      50   
returnOnAccount        2    
averageProfitPerTrade  2    
numWinningTrades       4    
numLosingTrades        4    
averageWinningTrade    0    
averageLosingTrade     0    
expectedValue          0    
