Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           249  
profit                 149  
profitPct              149  
growth                 2    
totalTrades            24   
barCount               14   
maxDrawdown            -13  
maxDrawdownPct         -6   
maxRiskPct             2    
expectency             2    
rmultipleStdDev        4    
systemQuality          1    
profitFactor           5    
proportionProfitable   0    
percentProfitable      46   
returnOnAccount        25   
averageProfitPerTrade  6    
numWinningTrades       11   
numLosingTrades        13   
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          1    
