Metric                 Value
---------------------  -----
startingCapital        10000
finalCapital           8596 
profit                 -1404
profitPct              -14  
growth                 1    
totalTrades            331  
barCount               1933 
maxDrawdown            -7192
maxDrawdownPct         -63  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           1    
proportionProfitable   1    
percentProfitable      61   
returnOnAccount        0    
averageProfitPerTrade  -4   
numWinningTrades       203  
numLosingTrades        128  
averageWinningTrade    3    
averageLosingTrade     -5   
expectedValue          0    
