Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           138  
profit                 38   
profitPct              38   
growth                 1    
totalTrades            5    
barCount               45   
maxDrawdown            -6   
maxDrawdownPct         -5   
maxRiskPct             5    
expectency             1    
rmultipleStdDev        2    
systemQuality          1    
profitFactor           5    
proportionProfitable   1    
percentProfitable      60   
returnOnAccount        8    
averageProfitPerTrade  8    
numWinningTrades       3    
numLosingTrades        2    
averageWinningTrade    11   
averageLosingTrade     -3   
expectedValue          5    
