Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           220  
profit                 120  
profitPct              120  
growth                 2    
totalTrades            14   
barCount               68   
maxDrawdown            -19  
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             2    
rmultipleStdDev        5    
systemQuality          0    
profitFactor           3    
proportionProfitable   1    
percentProfitable      50   
returnOnAccount        6    
averageProfitPerTrade  9    
numWinningTrades       7    
numLosingTrades        7    
averageWinningTrade    5    
averageLosingTrade     -2   
expectedValue          2    
