Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           217  
profit                 -283 
profitPct              -57  
growth                 0    
totalTrades            1    
barCount               81   
maxDrawdown            -283 
maxDrawdownPct         -57  
maxRiskPct             NaN  
expectency             NaN  
rmultipleStdDev        NaN  
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -283 
numWinningTrades       0    
numLosingTrades        1    
averageWinningTrade    0    
averageLosingTrade     -15  
expectedValue          -15  
