Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           290  
profit                 190  
profitPct              190  
growth                 3    
totalTrades            5    
barCount               52   
maxDrawdown            -10  
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             5    
rmultipleStdDev        6    
systemQuality          1    
profitFactor           17   
proportionProfitable   1    
percentProfitable      60   
returnOnAccount        19   
averageProfitPerTrade  38   
numWinningTrades       3    
numLosingTrades        2    
averageWinningTrade    38   
averageLosingTrade     -3   
expectedValue          21   
