Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           714  
profit                 0    
profitPct              0    
growth                 1    
totalTrades            0    
barCount               0    
maxDrawdown            0    
maxDrawdownPct         0    
maxRiskPct             NaN  
expectency             NaN  
rmultipleStdDev        NaN  
systemQuality          NaN  
profitFactor           NaN  
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        NaN  
averageProfitPerTrade  NaN  
numWinningTrades       0    
numLosingTrades        0    
averageWinningTrade    0    
averageLosingTrade     0    
expectedValue          0    
