Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           125  
profit                 25   
profitPct              25   
growth                 1    
totalTrades            15   
barCount               18   
maxDrawdown            -8   
maxDrawdownPct         -6   
maxRiskPct             2    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           3    
proportionProfitable   0    
percentProfitable      40   
returnOnAccount        4    
averageProfitPerTrade  2    
numWinningTrades       6    
numLosingTrades        9    
averageWinningTrade    30   
averageLosingTrade     -8   
expectedValue          7    
