Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           98   
profit                 -2   
profitPct              -2   
growth                 1    
totalTrades            6    
barCount               28   
maxDrawdown            -19  
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      17   
returnOnAccount        0    
averageProfitPerTrade  0    
numWinningTrades       1    
numLosingTrades        5    
averageWinningTrade    24   
averageLosingTrade     -6   
expectedValue          -1   
