Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           110  
profit                 10   
profitPct              10   
growth                 1    
totalTrades            6    
barCount               30   
maxDrawdown            -23  
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        4    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      17   
returnOnAccount        0    
averageProfitPerTrade  2    
numWinningTrades       1    
numLosingTrades        5    
averageWinningTrade    19   
averageLosingTrade     -3   
expectedValue          0    
