Metric                 Value
---------------------  -----
startingCapital        137  
finalCapital           166  
profit                 29   
profitPct              21   
growth                 1    
totalTrades            11   
barCount               11   
maxDrawdown            -7   
maxDrawdownPct         -4   
maxRiskPct             2    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           3    
proportionProfitable   0    
percentProfitable      45   
returnOnAccount        5    
averageProfitPerTrade  3    
numWinningTrades       5    
numLosingTrades        6    
averageWinningTrade    2    
averageLosingTrade     -1   
expectedValue          0    
