Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           228  
profit                 128  
profitPct              128  
growth                 2    
totalTrades            9    
barCount               14   
maxDrawdown            -5   
maxDrawdownPct         -2   
maxRiskPct             2    
expectency             5    
rmultipleStdDev        5    
systemQuality          1    
profitFactor           10   
proportionProfitable   1    
percentProfitable      67   
returnOnAccount        64   
averageProfitPerTrade  14   
numWinningTrades       6    
numLosingTrades        3    
averageWinningTrade    2    
averageLosingTrade     0    
expectedValue          1    
