Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           495  
profit                 -5   
profitPct              -1   
growth                 1    
totalTrades            4    
barCount               0    
maxDrawdown            -29  
maxDrawdownPct         -6   
maxRiskPct             2    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      25   
returnOnAccount        0    
averageProfitPerTrade  -1   
numWinningTrades       1    
numLosingTrades        3    
averageWinningTrade    0    
averageLosingTrade     0    
expectedValue          0    
