Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           129  
profit                 29   
profitPct              29   
growth                 1    
totalTrades            16   
barCount               42   
maxDrawdown            -5   
maxDrawdownPct         -4   
maxRiskPct             2    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      56   
returnOnAccount        7    
averageProfitPerTrade  2    
numWinningTrades       9    
numLosingTrades        7    
averageWinningTrade    7    
averageLosingTrade     -4   
expectedValue          2    
